Gatunek;KOL;APZ;APW;D1;D2;PS;R;SC;PL;PYL;K-J;PYLZN;PYLPL;ZN;SZY;NB;KAT;V;KON;MASA;POW;NAS;WYS;SZER;SZEW
F. bucharica;2;;;27,84;25,82;9,04;0,654598117;27,94;13,81;6,43;-7,38;0;13,41;6,91;4,8;11;130;;;;;;;;
F. bucharica;2;;;;;;0;;12,95;6,43;-6,52;0;13,41;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;12,33;6,43;-5,9;0;13,41;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;14,53;6,43;-8,1;0;13,41;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;13,31;6,43;-6,88;0;13,41;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;14,11;6,43;-7,68;0;13,41;;;;;;;;;;;;
F. bucharica;2;;;26,28;26,57;9,96;0,889285714;24,45;11,2;7,24;-3,96;0;10,96;6,53;4,58;11;130;;;;;;;;
F. bucharica;2;;;;;;0;;12,05;7,24;-4,81;0;10,96;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;11,06;7,24;-3,82;0;10,96;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;12,95;7,24;-5,71;0;10,96;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;9,47;7,24;-2,23;0;10,96;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;9,47;7,24;-2,23;0;10,96;;;;;;;;;;;;
F. bucharica;2;;;28,19;27,45;7,55;0,620377979;27,67;12,17;6,24;-5,93;4,19;12,9;7,33;4,2;11;145;;;;;;;;
F. bucharica;2;;;;;;0;;12,64;6,24;-6,4;0;12,9;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;13,34;6,24;-7,1;0;12,9;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;12,58;6,24;-6,34;0;12,9;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;13,05;6,24;-6,81;0;12,9;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;13,53;6,24;-7,29;0;12,9;;;;;;;;;;;;
F. bucharica;2;;;25,41;26,55;7,93;0,680102916;23,66;11,66;6,53;-5,13;5,35;13,3;3,94;1,09;11;180;;;;;;;;
F. bucharica;2;;;;;;0;;10,87;6,53;-4,34;2,63;13,3;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;12,15;6,53;-5,62;0;13,3;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;13,42;6,53;-6,89;0;13,3;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;12,99;6,53;-6,46;0;13,3;;;;;;;;;;;;
F. bucharica;2;;;;;;0;;12,16;6,53;-5,63;0;13,3;;;;;;;;;;;;
F. caucasica;3;7;1;38,78;36,23;30,08;0,870874349;24,29;34,54;23,3;-11,24;0;7,48;34,22;19,37;1;;0,6;24;0,00774;9,9;0;10,54;1,081;0,54
F. caucasica;3;6;1;;;;0;;38,98;23,3;-15,68;0;7,57;;;;;1,4;18;0,00232;9,384;0;8,65;1,21;0,27
F. caucasica;3;3;4;;;;0;;36,08;23,3;-12,78;0;9,9;;;;;2,2;16,5;;11,5;0,9;8,68;0,63;0,45
F. caucasica;3;;;;;;0;;35,71;23,3;-12,41;0;8,18;;;;;;34;;7,9;0,78;10,08;1,3;0,42
F. caucasica;3;;;;;;0;;35,43;23,3;-12,13;0;4,25;;;;;;49;;5,1;0,64;6,81;1,07;0,38
F. caucasica;3;;;;;;0;;35,39;23,3;-12,09;0;6,73;;;;;;;;5;0,29;7,16;1,26;0,45
F. caucasica;3;;;27,02;24,01;14,3;0,361842105;12,26;39,52;21,36;-18,16;0;4,28;31,67;20,08;2;60;;;;13,104;0,14;8,16;1,24;0,26
F. caucasica;3;;;;;;0;;40,73;21,36;-19,37;0;4,17;;;;;;;;7,2867;0,45;7,15;0,89;0,27
F. caucasica;3;;;;;;0;;39,89;22,31;-17,58;0;3,09;;;;;;;;9,0216;0,36;8,96;0,97;0,4
F. caucasica;3;;;;;;0;;39,89;21,1;-18,79;0;3,09;;;;;;;;;;;;
F. caucasica;3;;;;;;0;;39,14;20,23;-18,91;0;2,51;;;;;;;;;;;;
F. caucasica;3;;;;;;0;;39,14;20,87;-18,27;0;3,97;;;;;;;;;;;;
F. caucasica;3;;;28,27;23,55;13,26;0,317680882;13,84;41,74;24,51;-17,23;0;4,03;32,04;19,85;2;60;;;;;;;;
F. caucasica;3;;;;;;0;;40,13;24,51;-15,62;0;3,31;;;;;;;;;;;;
F. caucasica;3;;;;;;0;;40,14;26,47;-13,67;0;3,23;;;;;;;;;;;;
F. caucasica;3;;;;;;0;;40,14;23,8;-16,34;0;5,16;;;;;;;;;;;;
F. caucasica;3;;;;;;0;;40,4;23,8;-16,6;0;3,64;;;;;;;;;;;;
F. caucasica;3;;;;;;0;;40,4;24,16;-16,24;0;5,68;;;;;;;;;;;;
F. camtschatcensis;3;1;;21;20;14;0,666666667;14;21;12;-9;3;7;;;3;110;;;;10;0;10;1;1
F. camtschatcensis;3;7;;20,5;19;15,5;0,738095238;10;21;12;-9;2,35;5;18,98;8,9;1;90;;;;9;0;9;1;1
F. camtschatcensis;3;0;;31;32;23;1,095238095;11;21;12;-9;2,87;6;18,67;8;2;90;;;;8;0;8;1;1
F. camtschatcensis;3;0;;24;30;22,3;1,087804878;11;20,5;12;-8,5;2,99;2;19;7,9;4;60;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;20,5;11;-9,5;1,98;4;21;9;4;60;;;;8,5;0;8,5;1;1
F. camtschatcensis;3;;;;;;0;;20,5;11;-9,5;2,13;4;18,6;8,8;;60;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;24;11,5;-12,5;2,19;7;17;7,7;;80;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;24;11,5;-12,5;3,1;5,5;;;;70;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;24;11,5;-12,5;2,13;8;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;23,5;11,5;-12;2,13;5,5;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;23,5;11,5;-12;3;5;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;23,5;13;-10,5;3;5;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;21,5;13;-8,5;1,99;8;;;;;;;;8,5;0;8,5;1;1
F. camtschatcensis;3;;;;;;0;;22;12,5;-9,5;1,65;9;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;20;12,5;-7,5;1,98;5,5;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;20;11,5;-8,5;2;12;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;22;11,5;-10,5;2,1;7;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;18;11;-7;2,2;7;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;21;11,5;-9,5;2,1;8,5;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;19;11,5;-7,5;2,3;9;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;19;12;-7;2;7,5;;;;;;;;8,5;0;8,5;1;1
F. camtschatcensis;3;;;;;;0;;21;12;-9;2,98;9;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;22;12;-10;2;9,3;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;21;13;-8;2,34;8,5;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;22;12,5;-9,5;2,56;8,5;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;20;10;-10;2,89;7,3;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;21;9,5;-11,5;3,12;7,4;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;19;9,5;-9,5;3,12;7;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;18;9,5;-8,5;2,98;8,4;;;;;;;;8,5;0;8,5;1;1
F. camtschatcensis;3;;;;;;0;;19;9,5;-9,5;2,67;7,9;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;21;9;-12;2,4;9,3;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;21;10;-11;2,4;9,4;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;23;10;-13;1,99;9;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;22;11;-11;1,98;7,8;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;21;11,4;-9,6;1;7,6;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;19;10,4;-8,6;1,8;7,7;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;18;10,2;-7,8;2,9;7,56;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;17;10,5;-6,5;2,78;7,45;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;17;11;-6;2,67;8,23;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;16;12;-4;2,12;8,9;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;18;11;-7;2,45;9,99;;;;;;;;8,5;0;8,5;1;1
F. camtschatcensis;3;;;;;;0;;19;12,5;-6,5;2,23;6,98;;;;;;;;8;0;8;1;1
F. camtschatcensis;3;;;;;;0;;19;11,5;-7,5;2,13;8,78;;;;;;;;9;0;9;1;1
F. camtschatcensis;3;;;;;;0;;18;10;-8;2,56;8,78;;;;;;;;10;0;10;1;1
F. camtschatcensis;3;;;;;;0;;18;10;-8;2,45;7,86;;;;;;;;10;0;10;1;1
F. carica;4;5;1;;;;0;;19,17;14,61;-4,56;0,73;2,31;;;;;9,5;;0,002356;1,5;0,92;2,05;0,6;0,5
F. carica;4;2;6;;;;0;;19,17;14,61;-4,56;2,48;2,31;;;;;;;0,001133;2,75;0,6;2;0,5;0,5
F. carica;4;;13;;;;0;;18,63;15,25;-3,38;1,55;1,21;;;;;11;;0,00432;2,5;0,4;2;0,5;0,5
F. carica;4;;;;;;0;;18,66;15,28;-3,38;1,66;1,56;;;;;;20,5;0,00917;1,25;0,23;2,3;0,5;0,5
F. carica;4;;;;;;0;;18,66;15,28;-3,38;1,66;3,75;;;;;;19;0,056091;1,29;0,46;2,4;0,56;0,5
F. carica;4;;;18;16;16;0,941176471;31;17;15;-2;0;2,5;12;5;1;130;13,2;;0,00552;3,56;0,47;2,2;0,56;0,49
F. carica;4;;;;;;0;;17;15;-2;0;2,5;;;;;14,3;15;0,00413;3,45;0,48;2,41;0,48;0,48
F. carica;4;;;;;;0;;15;15;0;0;1;;;;;16,3;31;0,00567;3,14;0,46;2,41;0,5;0,57
F. carica;4;;;;;;0;;17;14,5;-2,5;1;4;;;;;10;32,5;0,005557;1,478;0,48;2,36;0,49;0,56
F. carica;4;;;;;;0;;17;14,5;-2,5;2;2,5;;;;;17,5;29;0,02589;2,99;0,98;2,35;0,56;0,56
F. carica;4;;;;;;0;;16;14,5;-1,5;1;3,5;;;;;;;0,0177;2,89;0,94;2;0,57;0,57
F. carica;4;;;16;17;10;0,5;46;20;15;-5;0;2,5;15;6;1;45;;;0,01051;3,01;0,94;2,11;0,55;0,49
F. carica;4;;;;;;0;;19;15;-4;0;3;;;;;;;0,02759;3,15;0,59;2,12;0,55;0,49
F. carica;4;;;;;;0;;17;15;-2;0;2;;;;;;;0,01355;3,06;0,58;2,12;0,57;0,57
F. carica;4;;;;;;0;;17,5;15;-2,5;0;1;;;;;8;;0,02274;2,87;0,49;2,36;0,56;0,52
F. carica;4;;;;;;0;;17,5;15;-2,5;0;2,5;;;;;;12,2;0,00563;2,88;0,91;2,34;0,49;0,52
F. carica;4;;;;;;0;;18;15;-3;1;4;;;;;;15;0,0156;3,01;0,94;2,5;0,49;0,51
F. carica;4;;;15;15;11;0,611111111;64;18;14;-4;1;1;15;6;1;50;;10;0,01446;2,98;0,93;2,5;0,49;0,56
F. carica;4;;;;;;0;;18;14;-4;1;3,5;;;;;;13,25;0,00973;2,69;0,9;2,45;0,6;0,5
F. carica;4;;;;;;0;;19;14;-5;1;4;;;;;;19;0,01793;3,11;0,9;2,26;0,6;0,5
F. carica;4;;;;;;0;;18;14;-4;0;1;;;;;;10,5;;3,02;0,7;2,26;0,57;0,5
F. carica;4;;;;;;0;;18;13;-5;1,5;2;;;;;;15;0,022;3;0,78;2,34;0,53;0,5
F. carica;4;;;;;;0;;17;13;-4;2;2;;;;;;27;0,01498;2,75;0,76;2,35;0,53;0,49
F. carica;4;;;14;14;10;0,526315789;60;19;19;0;2;2;15;6;1;60;;17;0,00768;2,46;0,78;2,05;0,52;0,49
F. carica;4;;;;;;0;;19;19;0;2;2;;;;;;38,5;0,00212;2,012;0,8;2,05;0,57;0,54
F. carica;4;;;;;;0;;19;18;-1;0;1;;;;;;23;;2,46;0,8;2,31;0,56;0,56
F. carica;4;;;;;;0;;17;18;1;0;1,5;;;;;;29,75;;2,49;0,68;2,31;0,5;0,4
F. carica;4;;;;;;0;;16,5;18;1,5;1;0,8;;;;;;32;;2,08;0,9;2,3;0,5;0,49
F. carica;4;;;;;;0;;16,5;18;1,5;1;;;;;;;20,75;;2,89;0,87;2,46;0,5;0,49
F. carica;4;;;;;;;;;;0;0;;;;;;;60;;2,65;0,65;2,45;0,49;0,51
F. carica;4;;;16;9;9;0,45;48;20;15;-5;0;0;15;6;1;60;;13;;3,001;0,59;2,1;0,4;0,512
F. carica;4;;;;;;0;;20;15;-5;1;0;;;;;;22,25;;2,59;0,59;2,4;0,49;0,512
F. carica;4;;;;;;0;;20;15;-5;1;0;;;;;;11,25;;2,41;0,9;2,45;0,48;0,54
F. carica;4;;;;;;0;;20;14;-6;1,5;0;;;;;;36,25;;2,36;0,9;2,01;0,56;0,54
F. carica;4;;;;;;0;;20;14;-6;2;0;;;;;10;;;2,01;0,59;2,1;0,56;0,39
F. carica;4;;;;;;0;;20;14;-6;1;1;;;;;;15;;;;;;
F. carica;4;;;16;14;16;0,941176471;;17;15;-2;1,5;1,7;15;6;;;;27;;;;;;
F. carica;4;;;;;;0;;17;15;-2;4;1,7;;;;;;17;;;;;;
F. carica;4;;;;;;0;;17;15;-2;4;4;;;;;;38,5;;;;;;
F. carica;4;;;;;;0;;17;15;-2;4;1;;;;;;29,75;;;;;;
F. carica;4;;;;;;0;;17;15;-2;4;4;;;;;;24,28125;;;;;;
F. carica;4;;;;;;0;;17;16;-1;4;2;;;;;15;10;;;;;;
F. carica;4;;;14;14;11;;;;15;15;4;1;16;8;;;21,5;15;;;;;;
F. carica;4;;;;;;;;;15;15;4;3;;;;;9;27;;;;;;
F. carica;4;;;;;;;;;15;15;4;1;;;;;19,5;17;;;;;;
F. carica;4;;;;;;;;;15;15;4;3;;;;;4,8;38,5;;;;;;
F. carica;4;;;;;;;;;15;15;0,1;2;;;;;11,5;29,75;;;;;;
F. carica;4;;;;;;;;;15;15;0,1;4;;;;;;;;;;;;
F. carica;4;;;15;6;6;;22;;14;14;0;;13;4;1;85;;;;;;;;
F. carica;4;;;11;8;6;;57;;14;14;0;0;11;3;1;90;;;;;;;;
F. carica;4;;;20;8,5;8;;27;;13;13;0;0;;;1;85;;;;;;;;
F. carica;4;;;;;;0;54;21;14;-7;0;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;21;14;-7;0;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;20;14;-6;2;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;17;11;-6;3;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;17;11;-6;2;2;;;;;;;;;;;;
F. carica;4;;;;;;0;;18;12;-6;0;2;;;;;;;;;;;;
F. carica;4;;;;;;0;;17;12;-5;3;1;;;;;;;;;;;;
F. carica;4;;;;;;0;;17;12;-5;0;2;;;;;;;;;;;;
F. carica;4;;;;;;0;;16;12;-4;0;4;;;;;;;;;;;;
F. carica;4;;;;;;0;;14;14;0;0;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;14;14;0;0;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;13;14;1;0;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;13;14;1;0;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;16;14;-2;;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;13;14;1;;0;;;;;;;;;;;;
F. carica;4;;;;;;0;;17;;-17;;;;;;;;;;;;;;
F. carica;4;;;;;;0;;17;;-17;;;;;;;;;;;;;;
F. carica;4;;;;;;0;;16;;-16;;;;;;;;;;;;;;
F. carica;4;;;;;;0;;15;;-15;;;;;;;;;;;;;;
F. carica;4;;;;;;0;;15;;-15;;;;;;;;;;;;;;
F. carica;4;;;;;;0;;16;;-16;;;;;;;;;;;;;;
F. conica;4;2;3;28,07;22,59;22,61;1,316065192;;17,18;12,08;-5,1;0,46;3,51;14,85;6,9;1;180;;71;;1,9;1,36;1,69;1,69;0,34
F. conica;4;6;0;;;;0;;19;11,97;-7,03;0,54;3,1;;;;;;63,5;;2,1;1,69;2,03;1,36;0,34
F. conica;4;1;1;;;;0;;15,8;11,97;-3,83;0,65;10,57;;;;;;;;2,44;1,5;2,01;1,56;0,31
F. conica;4;;0;;;;0;;11,71;11,97;0,26;0,8;10,56;;;;;;;;1,4;1,47;1,99;1,46;0,32
F. conica;4;;;;;;0;;15,51;;-15,51;;;;;;;;;;1;1,2;1,89;1,69;0,29
F. conica;4;;;;;;0;;16,36;;-16,36;;;;;;;;;;1,1;1,36;2,01;1,45;0,29
F. conica;4;;;16,33;15,19;14,16;0,822299652;31,71;17,22;11,59;-5,63;1,59;4,46;16,22;8,37;;78;;;;;;;;
F. conica;4;;;;;;0;;15,96;11,1;-4,86;1,61;4,46;;;;;;;;;;;;
F. conica;4;;;;;;0;;15;12,12;-2,88;0,59;3,87;;;;;;;;;;;;
F. conica;4;;;;;;0;;15,42;11,41;-4,01;1,3;4,06;;;;;;;;;;;;
F. conica;4;;;;;;0;;15,26;12,06;-3,2;1,72;3,7;;;;;;;;;;;;
F. conica;4;;;;;;0;;14,54;11,9;-2,64;1,12;3,25;;;;;;;;;;;;
F. crassifolia;3/1;18;7;;;;0;;18,25;12,11;-6,14;0,89;6,28;13,57;5,65;90;;;;;26,8;3,25;12,5;1,75;0,44
F. crassifolia;3/1;11;8;;;;0;;17,89;15,17;-2,72;0;8,33;;;;;;;;26,4;1,75;12,5;1,75;0,44
F. crassifolia;3/1;;9;;;;0;;18,78;13,78;-5;0;5,59;;;;;;;;28,25;2,45;13;1,6;0,46
F. crassifolia;3/1;;;;;;0;;17,85;13,78;-4,07;0;6,01;;;;;;;;24,68;3;12,6;1,56;0,444
F. crassifolia;3/1;;;;;;0;;17,84;13,82;-4,02;0;6,4;;;;;;;;26;3,1;13,5;1,7;0,49
F. crassifolia;3/1;;;;;;0;;17,84;11,47;-6,37;0;7,2;;;;;;;;26;2,86;13,6;1,8;0,46
F. crassifolia;3/1;;;;;;0;;12,71;12,02;-0,69;0;3,87;10,89;5,06;70;;;;;;;;;
F. crassifolia;3/1;;;;;;0;;8,72;12,43;3,71;0,98;3,11;;;;;;;;;;;;
F. crassifolia;3/1;;;;;;0;;11,52;14,9;3,38;0;5,82;;;;;;;;;;;;
F. crassifolia;3/1;;;;;;0;;15,57;13,86;-1,71;0;6,57;;;;;;;;;;;;
F. crassifolia;3/1;;;;;;0;;16,74;10,69;-6,05;0;5,43;;;;;;;;;;;;
F. crassifolia;3/1;;;;;;0;;15,56;12,54;-3,02;0;7,22;;;;;;;;;;;;
F. davisi;3;;;23;27;21;1;48;21;9;-12;1,8;8;15;7;1;90;;;;18;3,5;3;1,2;1
F. davisi;3;;;;;;0;;21;10;-11;1,8;6;;;;;;;;10;3;4;1,5;1
F. davisi;3;;;;;;0;;21;9;-12;1,8;6;;;;;;;;12,56;3,5;3,5;1,2;0,8
F. davisi;3;;;;;;0;;19,5;7;-12,5;1,8;4;;;;;;;;9,61625;3;3;1,2;0,8
F. davisi;3;;;;;;0;;19,5;10;-9,5;1,8;5;;;;;;;;7,065;3;3;1,2;0,9
F. davisi;3;;;;;;0;;19,5;12;-7,5;1,8;3,5;;;;;;;;7,065;3;3,2;1,4;0,9
F. davisi;3;;;25;30;21;0,976744186;14;21,5;10;-11,5;0;10;14;8;2;75;;;;8,0384;3;3;1,2;0,8
F. davisi;3;;;;;;0;;22;12;-10;0;10;;;;;;;;7,065;4;4;1,1;0,9
F. davisi;3;;;;;;0;;22;9;-13;3;8;;;;;;;;12,56;3;4;1,2;1
F. davisi;3;;;;;;0;;21;13;-8;4;8;;;;;;;;12,56;3,5;4,5;1,3;1
F. davisi;3;;;;;;0;;21;13;-8;2;8;;;;;;;;15,89625;3;4;1,2;1
F. davisi;3;;;;;;0;;21;12;-9;4;9;;;;;;;;12,56;3,2;4;0,9;0,6
F. davisi;3;;;27;27;21;1;30;21;12;-9;2,3;10;12;7;2;72;;;;12,56;3;5;1,2;0,9
F. davisi;3;;;;;;0;;18;12;-6;2,3;9;;;;;;;;19,625;2,5;4;1,2;0,9
F. davisi;3;;;;;;0;;18;12;-6;2,3;8;;;;;;;;12,56;3;4;1,1;0,9
F. davisi;3;;;;;;0;;18,5;12;-6,5;2,3;5;;;;;;;;12,56;3;4;1,2;0,9
F. davisi;3;;;;;;0;;18,5;12;-6,5;2,3;6;;;;;;;;12,56;3,5;3;1,2;0,8
F. davisi;3;;;;;;0;;19;12;-7;2,3;10;;;;;;;;7,065;3,5;4;1,1;0,7
F. davisi;3;;;23;28;19;1;25;19;12;-7;0;8;9;;1;;;;;12,56;;;;
F. davisi;3;;;;;;0;;18;12;-6;0;7;;;;;;;;13,4;;;;
F. davisi;3;;;;;;0;;19;12;-7;0;5;;;;;;;;13,3;;;;
F. davisi;3;;;;;;0;;18;12;-6;0;7;;;;;;;;7,4;;;;
F. davisi;3;;;;;;0;;16;12;-4;0;6;;;;;;;;;;;;
F. davisi;3;;;;;;0;;18;10;-8;0;7;;;;;;;;;;;;
F. davisi;3;;;25;30;18;1,125;23;16;10;-6;0;8;;;1;;;;;;;;;
F. davisi;3;;;;;;0;;15;10;-5;0;10;;;;;;;;;;;;
F. davisi;3;;;;;;0;;17;10;-7;0;9;;;;;;;;;;;;
F. davisi;3;;;;;;0;;17;10;-7;0;10,2;;;;;;;;;;;;
F. davisi;3;;;;;;0;;16;10;-6;0;6;;;;;;;;;;;;
F. davisi;3;;;;;;0;;17,5;10;-7,5;0;9;;;;;;;;;;;;
F. drenovskii;3;;;1,9705882353;1,9705882353;1,8529411765;;1,7647058824;2;3,4;;0,0294117647;0,4705882353;1,0882352941;0,4705882353;1;70;56,5;29;0,0161;3,1;0,34;0,16;1,25;
F. drenovskii;3;;;;;;;;;3,4;;0,0294117647;0,4705882353;;;;;53;17;0,0136;2,3;0,27;0,17;1,25;
F. drenovskii;3;;;;;;;;;3,4;;0,0294117647;0,4705882353;;;;;46;24;0,0183;;0,27;0,17;1,25;
F. drenovskii;3;;;;;;;;;3,4;;0,023255814;0,4705882353;;;;;11;36,5;0,0194;;0,27;0,17;1,25;
F. drenovskii;3;;;;;;;;;3,4;;0,0294117647;0,4705882353;;;;;30;40;0,0043;;;;;
F. drenovskii;3;;;;;;;;;;;;;;;;;31;25;0,01074;;;;;
F. drenovskii;3;;;;;;;;;;;;;;;;;23;32;0,00301;;;;;
F. eastwoodiae;3;;;;;;;;;;;;;;;;;24;19;0,0102;2,5;0,2;4;0,5;
F. eastwoodiae;3;;;;;;;;;;;;;;;;;36,5;17;0,0031;2,2;0,2;5;0,65;
F. eastwoodiae;3;;;;;;;;;;;;;;;;;41;13;0,01546;1,9;0,2;5,7;0,57;
F. eastwoodiae;3;;;;;;;;;;;;;;;;;;;;2;0,25;5,2;0,5;
F. eastwoodiae;3;;;;;;;;;;;;;;;;;;;;3,25;;;;
F. eastwoodiae;3;;;;;;;;;;;;;;;;;;;;3,27;;;;
F. eduardii;5;16;8;69,76;73,66;71,08;1,762459707;37,96;40,33;39,31;-1,02;0;43,29;;;2;130;40;7;0,0292;13,5;2,03;4,64;5,65;
F. eduardii;5;15;5;;;;;;;25,45;25,45;0;31,58;;;;;40;8;0,03058;24,7;2,37;4,77;4,77;
F. eduardii;5;18;13;;;;;;;42,48;42,48;0;31,59;;;;;37;7;0,02914;24,7;2,04;4,45;4,22;
F. eduardii;5;9;5;;;;0;;35,4;45;9,6;0;28,95;;;;;36;9,2;0,03838;15,5449625;2,1;5,69;5;
F. eduardii;5;;;;;;0;;48,51;;-48,51;0;36,16;;;;;98;3,25;0,01071;23,8;2,11;5,59;1,87;
F. eduardii;5;;;;;;0;;43,03;;-43,03;;;;;;;90;10;0,01494;17,5627265;2,32;5,07;4,6;
F. eduardii;5;;;76,3;71,63;69,77;1,438556701;35,67;48,5;29,85;-18,65;0;46,31;;;2;75;60;5,4;0,00544;18,0111185;2,32;5,05;4,29;
F. eduardii;5;;;;;;0;;44,86;29,85;-15,01;0;45,78;;;;;62;3,25;0,01727;23,5;5,72;4,73;2,81;
F. eduardii;5;;;;;;0;;46,56;29,85;-16,71;0;41,65;;;;;65;1;0,03598;24,7;1,85;4,79;3,85;
F. eduardii;5;;;;;;0;;44,82;29,85;-14,97;0;34,48;;;;;70;1,5;0,03317;23,7;2,18;5,38;5,91;
F. eduardii;5;;;;;;0;;43,8;29,85;-13,95;0;45,95;;;;;36;2,25;0,04706;20,1;2,04;5,79;6,26;
F. eduardii;5;;;;;;0;;46,3;29,85;-16,45;0;38,13;;;;;62;2;0,01306;22,1;2,24;5,23;6,26;
F. eduardii;5;;;90,73;81,74;83,35;1,540950268;29,51;54,09;47,86;-6,23;0;33,46;46,76;;3;55;60;3,5;0,01641;20,8;2,38;5,49;5,72;
F. eduardii;5;;;;;;0;;54,68;47,86;-6,82;0;42,89;;;;;61;4,75;0,03395;27,4185585;3,39;5,91;5,69;
F. eduardii;5;;;;;;0;;55,27;47,86;-7,41;0;38,95;;;;;34;4,75;0,03326;;;;;
F. eduardii;5;;;;;;0;;54,78;47,86;-6,92;0;43,35;;;;;46;3,75;0,01007;;;;;
F. eduardii;5;;;;;;0;;57,16;47,86;-9,3;0;43,19;;;;;64;3,75;0,01707;;;;;
F. eduardii;5;;;;;;0;;56,14;47,86;-8,28;0;37,44;;;;;;4;0,04785;;;;;
F. eduardii;5;;;83,5;91,14;80,3;1,35963427;45,02;59,06;52,24;-6,82;0;49,28;52,06;;7;65;;5,5;;;;;;
F. eduardii;5;;;;;;0;;58,13;52,24;-5,89;0;44,18;;;;;;6,5;;;;;;
F. eduardii;5;;;;;;0;;61,39;52,24;-9,15;0;42,58;;;;;;4;;;;;;
F. eduardii;5;;;;;;0;;58,06;52,24;-5,82;0;48,2;;;;;;8;;;;;;
F. eduardii;5;;;;;;0;;63,42;52,24;-11,18;0;48,2;;;;;;7,5;;;;;;
F. eduardii;5;;;80,28;87,22;74,73;1,322186837;48,3;56,52;49,3;-7,22;0;41,16;48,26;;7;90;;4,99;;;;;;
F. eduardii;5;;;;;;0;;58,91;49,3;-9,61;0;41,16;;;;;;;;;;;;
F. eduardii;5;;;;;;0;;56,96;49,3;-7,66;0;33,43;;;;;;;;;;;;
F. eduardii;5;;;;;;0;;55,89;49,3;-6,59;0;39,58;;;;;;;;;;;;
F. eduardii;5;;;;;;0;;58,64;49,3;-9,34;0;37,1;;;;;;;;;;;;
F. eduardii;5;;;;;;0;;59,26;49,3;-9,96;0;49,63;;;;;;;;;;;;
